序号,产品名,当前轮次,成立日期,所属城市,产品介绍,所属企业,tag
8,追梦空天科技,A轮,2022-01-27,湖州市,追梦空天科技成立于2022年，主要从事电动垂直起降飞行器（以下简称eVTOL）的研发，以“引领智能电动航空时代，实现人类自由飞行梦想”为目标，深耕混合动力倾转旋翼技术路径，致力于开发兼顾长航程、高安全性与商业化可行性的综合解决方案。产品兼具垂直起降和高速长航的优势，能广泛应用于物流运输、应急管理、巡检测绘，以及特种用途。,浙江追梦空天科技有限公司,上海时的科技有限公司
9,览翌航空,Pre-A轮,2023-05-16,合肥市,览翌航空成立于2023年5月，公司总部位于合肥，公司致力于提供更加安全、经济、绿色、智能的低空运输解决方案，公司主要产品有客运eVTOL和中型电动物流无人机。公司可为客户提供航空工程设计、咨询、试验、飞机产品及运营支持等服务。,合肥览翌航空科技有限公司,上海时的科技有限公司
10,尚飞航空,股权转让,2021-11-19,合肥市,尚飞航空致力于eVTOL（电动垂直起降飞行器）及大型应用无人机的研发和生产，研发制造大型工业级无人机，广泛应用于航空应急救援、物流、消防、军事用途等领域，同时，紧跟国际通用航空器发展趋势，研发eVTOL应用于即将到来的城市空中交通市场。,安徽尚飞航空科技有限公司,上海时的科技有限公司
11,牧羽天航空,A轮,2023-08-14,无锡市,牧羽天航空总部位于无锡，是一家高科技大型eVTOL（电动垂真起降飞行器）的研发制造企业，定位于重载eVTOL无人机的研发制造和部分运营服务。,牧羽天航空科技（江苏）有限公司,上海时的科技有限公司
12,星恒长天,天使轮,2024-12-16,九江市,星恒长天成立于2024年，是一家专业从事电动垂直起降飞行器（eVTOL）研制的高科技公司。公司深耕高性能无人航空器、核心飞行控制系统等领域，现已形成“飞行器平台、智能飞控系统、云端调度平台”产品矩阵，已广泛应用于矿山、石化、电力、物流运输、安防巡检、应急消防等行业。,江西星恒长天技术有限公司,上海时的科技有限公司
13,华羽先翔,Pre-A+轮,2023-08-23,长沙市,华羽先翔成立于2022年1月，总部位于湖南长沙，是一家新型通航飞机及先进智能化无人机系统技术研发商，华羽先翔在研的eVTOL有两款：鸿鹄Mark1以及HY系列固定翼油电垂起飞行器。鸿鹄mark1是华羽先翔鸿鹄系列eVTOL的旗舰产品，致力于未来城市空中交通，主要用途为短途旅行，旅游观光，航空运动、客运载人、货运载物、空中救护车、海岛，偏远区域，城市群亚支线物流等方向。,长沙华羽先翔航空科技有限公司,上海时的科技有限公司
14,希龙科技,未融资,2024-07-12,深圳市,希龙科技专注于eVTOL技术的创新与突破，尤其在单人版eVTOL研发方面成果显著。公司核心产品“希龙1号”HL – 1三轮超越野飞行摩托，融合了陆行与飞行功能，为个人出行提供了全新的解决方案。,希龙科技（深圳）有限公司,上海时的科技有限公司
15,蓝霄航空,天使+轮,2024-06-26,济南市,蓝霄航空成立于2024年6月，专注于大型增程式倾转旋翼eVTOL飞行器的研发和制造，定位为“全国增程式倾转旋翼eVTOL飞行器制造商”，致力于重构航空货运市场，打造高时效的低空直航货运网络。,蓝霄航空科技（济南）有限公司,上海时的科技有限公司
16,峰飞航空,B轮,2019-09-26,上海市,峰飞航空成立于2016年年底，总部位于中国上海，专门从事无人机的设计、研发、制造和服务。公司员工分布中国和欧洲等地，拥有一支高素质、专业化的研发与管理团队，以及行业数年的无人机技术储备。秉持着“通过差异化的无人机产品和服务，提供最佳的客户价值和体验。以客户为中心，以奋斗者为本。”的发展战略，致力于“成为智能航空领域的领航者”。,上海峰飞航空科技有限公司,上海时的科技有限公司
17,蜻蜓翼行,Pre-A轮,2024-08-07,杭州市,蜻蜓翼行成立于2024年8月，专注于倾转机翼型eVTOL的研发、生产和销售，核心产品QT2000全倾转旋翼载人eVTOL全面对标美国Joby S4，以“速度快、载荷大、能耗低、舒适性高”为核心卖点，致力于提供全球极致性价比的空中出行方案。,蜻蜓翼行（杭州）科技有限公司,上海时的科技有限公司
18,腾希航空,天使轮,2022-05-11,厦门市,腾希航空成立于2022年，是一家专业从事电动垂直起降飞行器（eVTOL）、无人自转旋翼机的研发、生产与应用服务的高科技企业，致力于打造安全、高效、绿色的电动垂直起降飞行器(eVTOL)和无人自转旋翼机。,厦门腾希航空科技有限公司,上海时的科技有限公司
19,玮航科技,A轮,2018-10-12,北京市,玮航科技成立于2018年，是eVTOL电动涵道风扇喷气推进技术的科技公司，致力于为城市空中高效出行飞行汽车提供动力推进技术支撑。在应急救援、国防装备、飞行汽车与立体交通等领域适用。,北京玮航科技有限公司,上海时的科技有限公司
20,天翎科,A轮,2023-10-17,上海市,天翎科成立于2023年，是一家空中专车eVTOL（电动垂直起降飞行器）整机设计制造商，致力于用高安全、高性能、低噪声的飞行器构建未来城市空中交通网络，实现高品质的空中出行。,天翎科航空科技（上海）有限公司,上海时的科技有限公司
1,坤雷科技,A轮,2015-08-04,长沙市,坤雷科技成立于2015年，公司专注于低空管控领域相关产品的研发、生产、销售及服务，为无人机低空管控行业提供高性能、智能化的解决方案。,湖南坤雷科技有限公司,特金智能科技(上海)有限公司
2,朔尚电子,未融资,2018-03-22,上海市,朔尚电子科技有限公司是一家新创立的高科技公司，主要从事电子、通信领域产品研发并提供解决方案。公司目前主要业务是从事无人机侦测与反制系统的研发和生产，公司产品可广泛应用于军队、边防、机场、公安，监狱，重要政府机关等单位，也可应用于大型活动安保，高档小区日常安保等场合，可以满足用户在复杂城市环境下对小型无人机的监督和管理需求。,上海朔尚电子科技有限公司,特金智能科技(上海)有限公司
3,宏泰控飞,未融资,2018-03-23,郑州市,河南宏泰控飞信息技术有限公司是郑州信大先进技术研究院高新技术孵化企业。公司主要从事低空慢速小型目标的预警、监控与处置，着眼国内外无人机安全管控难题，通过“远、中、近”多手段联动，实现“区域化预警、实时化跟踪、可控化处置”全方位的无人机安全管控，能有效解决公共场所、军事设施、监狱、机场等重点区域因无人机“黑飞”带来的安全威胁。,河南宏泰控飞信息技术有限公司,特金智能科技(上海)有限公司
4,加西亚,天使+轮,2012-12-04,北京市,北京加西亚联合技术是国内一家提供低空空域安全管控解决方案的技术企业。致力于为政府部门、公安部门、要地要害单位及面临低空安全威胁的单位提供完整低空空域安全解决方案，消除低空安全威胁提供科学、高效的低空飞行器安全飞行服务。产品已形成完善的产品谱系，从低空无人飞行器的监视、反制、管控、安全管理等方面提供立体式服务，开发出了低空空域安全防控多功能指挥车、低空探测预警雷达、无人飞行器光电探测器、无线电干扰器、微波炮、无人飞行器卫星导航诱骗系统等反制与侦测产品，同时公司提供低空空域飞行安全服务系统，安全、可控地提供无人飞行器低空安全管理服务。,北京加西亚联合技术有限公司,特金智能科技(上海)有限公司
5,智空未来,Pre-B轮,2017-07-04,深圳市,智空未来致力于运用智能无线电技术，让物联网环境更安全，其核心产品蓝天卫士无人机反制系统，具有“无源探测，精准识别，无人值守，低干扰”等特性，该解决方案利用尖端的射频频谱感应，信号处理，人工智能和机器学习技术来解码底层协议以检测无人机。,深圳智空未来信息技术有限公司,特金智能科技(上海)有限公司
6,空御科技,A轮,2014-08-07,成都市,空御科技成立于2014年，是一家低空安防产品研发商，该公司主要生产“探鹰”雷达、“听鹰”监测设备、“追鹰”光电设备、“驱鹰”全向式干扰设备、无人机智能追踪反制平台等，主要应用于机场、监狱等场合的无人机反制领域。,成都空御科技有限公司,特金智能科技(上海)有限公司
7,鸢飞科技,未融资,2017-06-05,北京市,鸢飞科技成立于2017年，专注于无人机空管及行业应用系统的研发、建设和运营，以“平台运营+数据应用”的双核心模式致力于区域性低空监管和无人机或飞行汽车运行服务。,北京鸢飞科技有限公司,特金智能科技(上海)有限公司
8,欣飞智能系统,股权转让,2016-06-29,烟台市,欣飞智能系统是一家反无人机系统研发商，拥有专业的数字化反无人机系统等净空防御系统的全系统自主知识产权，为用户提供阵列式净空侦测防御系统，其辐射半径为15公里，凡飞行高度为3500米以内的非法拍摄“无人机”在辐射范围会被自动迫降，主要用于消除空中拍摄干扰和安全威胁。,烟台欣飞智能系统有限公司,特金智能科技(上海)有限公司
9,历正科技,C+轮,2018-11-28,广州市,历正科技是一家无人机防御系统研发商，致力于用信息安全手段解决民用无人机检测、识别、防御，目前已经形成防御察打一体系统、无源侦测系统、无源定位系统、手持式预警管制设备四型13类产品体系。产品主要应用于政府机构、国防、航空机场 、监狱看所、体育场馆、工业设施等。,历正科技（广州）有限公司,特金智能科技(上海)有限公司
